"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.386915844E1,-9.772411585E-1,8.079557419E-1,3.326251030E0
3.387712353E1,-1.055038095E0,8.667790890E-1,2.651115417E0
3.388505810E1,-1.305777669E0,8.746888638E-1,1.564677238E0
3.389302319E1,-1.272924304E0,7.445588112E-1,7.388906479E-1
3.390092724E1,-1.188979268E0,6.618988514E-1,3.613624573E-1
3.390880077E1,-1.099487543E0,5.288236141E-1,1.481990814E-1
3.391676586E1,-1.010892034E0,3.240399361E-1,1.559534073E-1
3.392463940E1,-8.604962826E-1,9.692811966E-2,7.560997009E-1
3.393263500E1,-8.292590380E-1,3.908395767E-2,1.728913307E0
3.394063061E1,-7.750325203E-1,1.389288902E-1,2.715828896E0
3.394850414E1,-6.859031916E-1,3.190469742E-1,3.040199280E0
3.395640819E1,-5.468990803E-1,2.724103928E-1,2.887922287E0
3.396431225E1,-4.009732604E-1,6.131935120E-2,2.652480125E0
3.397230785E1,-2.373079658E-1,-1.898765564E-1,2.389148712E0
3.398021191E1,-3.507427573E-1,-4.073596001E-1,1.937645912E0
3.398808544E1,-3.221445680E-1,-7.042731047E-1,1.654057503E0
3.399605053E1,-3.647814989E-1,-1.179774165E0,1.960780144E0
3.400395458E1,-4.438620210E-1,-1.615681410E0,2.497732162E0
3.401188915E1,-5.389081240E-1,-1.818334341E0,3.014884949E0
3.401985424E1,-7.417863011E-1,-1.814824104E0,3.467714310E0
3.402778881E1,-9.351535439E-1,-1.602825642E0,3.749358177E0
3.403566234E1,-9.564763308E-1,-1.397396684E0,3.517169952E0
3.404359692E1,-1.127500057E0,-1.173601031E0,2.655239105E0
3.405159252E1,-1.176066399E0,-9.436808825E-1,1.651134491E0
3.405952709E1,-1.236374617E0,-7.550224066E-1,1.753921509E-1
3.406746166E1,-1.249795198E0,-6.269659996E-1,-1.193879128E0
3.407533520E1,-1.268377066E0,-6.416225433E-1,-2.066518784E0
3.408326977E1,-1.208240151E0,-6.687052250E-1,-2.051636696E0
3.409120434E1,-1.122843742E0,-6.928447485E-1,-1.329818726E0
3.409916942E1,-8.928030729E-1,-7.697651386E-1,-3.270406723E-1
3.410704296E1,-7.415616512E-1,-8.599067926E-1,4.275751114E-1
3.411494701E1,-5.374747515E-1,-8.983479738E-1,7.600717545E-1
3.412285106E1,-3.264684677E-1,-8.951923847E-1,7.293043137E-1
3.413084667E1,-2.523909211E-1,-8.540787697E-1,6.007938385E-1
3.413881176E1,-2.675575018E-1,-7.360571623E-1,4.790201187E-1
3.414671581E1,-3.452156484E-1,-5.748157501E-1,8.859729767E-2
3.415465038E1,-4.355265498E-1,-4.337691069E-1,-6.133718491E-1
3.416255444E1,-4.468783140E-1,-3.442976475E-1,-1.510342598E0
3.417051952E1,-4.162511826E-1,-2.600445747E-1,-2.348023891E0
3.417839306E1,-3.705967367E-1,-1.884953976E-1,-3.198736668E0
3.418632763E1,-3.423444629E-1,-1.446900368E-1,-3.983865738E0
3.419426220E1,-4.145791531E-1,-1.040914059E-1,-4.639451981E0
3.420216625E1,-4.279347658E-1,-6.423830986E-2,-5.096639156E0
3.421013134E1,-4.905449748E-1,-7.678556442E-2,-5.030610085E0
3.421800487E1,-7.027693391E-1,-9.226536751E-2,-4.764349937E0
3.422590893E1,-7.198492289E-1,-1.389400959E-1,-4.639751434E0
3.423378246E1,-8.866471052E-1,-2.432777882E-1,-4.414408684E0
3.424171703E1,-9.994822741E-1,-2.338638306E-1,-3.954075336E0
3.424968212E1,-9.409427047E-1,-2.232828140E-1,-3.622170448E0
3.425761669E1,-8.015303612E-1,-2.171630859E-1,-3.516651630E0
3.426549023E1,-7.049056292E-1,-1.370899677E-1,-3.752271175E0
3.427345531E1,-5.623397231E-1,6.493449211E-2,-4.068017960E0
3.428135937E1,-4.959393740E-1,1.676232815E-1,-4.232494831E0
3.428935497E1,-3.586389720E-1,2.571456432E-1,-4.124127388E0
3.429725902E1,-3.093511164E-1,3.802373409E-1,-3.929834843E0
3.430513256E1,-3.698621392E-1,3.889150620E-1,-3.769478321E0
3.431309765E1,-3.305320144E-1,4.757061005E-1,-3.482816219E0
3.432103222E1,-4.176715910E-1,5.048363209E-1,-2.664114952E0
3.432899731E1,-4.740297794E-1,6.406545639E-1,-1.626923084E0
3.433687084E1,-5.168477893E-1,7.590868473E-1,-7.519264221E-1
3.434477489E1,-5.714657903E-1,7.685174942E-1,3.900718689E-1
3.435264843E1,-6.259775758E-1,9.956636429E-1,1.696310043E0
3.436055248E1,-5.953656435E-1,1.289004803E0,2.951006889E0
3.436854809E1,-5.047715902E-1,1.482918739E0,4.193746567E0
3.437651318E1,-2.233235836E-1,1.526687145E0,4.815226555E0
3.438444774E1,-1.561987400E-2,1.553142071E0,4.551260948E0
3.439232128E1,-9.202057123E-2,1.582423687E0,3.863203049E0
3.440022533E1,-1.228562593E-1,1.675549269E0,3.061702728E0
3.440822094E1,-8.438116312E-2,1.665709019E0,2.519380569E0
3.441615551E1,1.360443234E-1,1.580170870E0,2.287966728E0
3.442409008E1,3.072807193E-1,1.557962179E0,2.379035950E0
3.443199413E1,5.833803415E-1,1.454528093E0,2.809587479E0
3.443998974E1,1.056182504E0,1.604900837E0,3.567761421E0
3.444792431E1,1.346618891E0,2.003188372E0,3.916440964E0
3.445588940E1,1.473073363E0,2.094889164E0,4.005006790E0
3.446382397E1,1.825457096E0,1.835492849E0,4.060764313E0
3.447175854E1,1.808907986E0,1.280912876E0,4.144896507E0
3.447966259E1,1.570396543E0,6.716034412E-1,4.649177551E0
3.448759716E1,1.212788105E0,-1.369223595E-1,5.280264854E0
3.449556225E1,8.394584656E-1,-9.453358650E-1,5.907367706E0
3.450349682E1,2.867650986E-1,-1.406424999E0,6.237005234E0
3.451137035E1,1.462817192E-2,-1.605533600E0,6.055018425E0
3.451927441E1,-1.478822231E-1,-1.602082372E0,5.247319221E0
3.452727001E1,-2.033177614E-1,-1.611554265E0,4.099496841E0
3.453520458E1,-3.238824606E-1,-1.436414123E0,2.412136078E0
3.454310863E1,-2.985943556E-1,-1.302047014E0,6.917486191E-1
3.455101269E1,-2.048940063E-1,-1.145634174E0,-1.124775887E0
3.455894726E1,-1.358488202E-1,-9.527907372E-1,-2.292537689E0
3.456694286E1,-7.789671421E-2,-7.925128937E-1,-2.763092518E0
3.457484692E1,-1.283827424E-1,-8.328322172E-1,-2.564736366E0
3.458272045E1,3.716528416E-3,-6.271229982E-1,-2.626145363E0
3.459065502E1,-9.637176991E-2,-8.139076233E-1,-2.027502060E0
3.459855907E1,1.866451502E-1,-9.703512192E-1,-1.987204075E0
3.460649364E1,8.489465714E-2,-1.151517510E0,-1.770764828E0
3.461445873E1,5.152434111E-2,-1.314642787E0,-1.579036713E0
3.462233227E1,-1.112614870E-1,-1.374111772E0,-1.485754967E0
3.463023632E1,-1.127828360E-1,-1.431624651E0,-1.495504856E0
3.463817089E1,-2.738642693E-1,-1.487010241E0,-1.560641766E0
3.464613598E1,-4.952688217E-1,-1.487995982E0,-1.762541771E0
3.465404003E1,-5.780918598E-1,-1.394169331E0,-2.229836941E0
3.466191356E1,-5.429558754E-1,-1.393105984E0,-2.902369976E0
3.466984814E1,-6.127491593E-1,-1.375362635E0,-3.548493862E0
3.467775219E1,-7.055290937E-1,-1.279543877E0,-3.977077484E0
3.468571728E1,-7.026687264E-1,-1.316520691E0,-4.267721176E0
3.469362133E1,-8.148823977E-1,-1.228370667E0,-4.384314060E0
3.470152538E1,-1.011501908E0,-1.021126151E0,-3.805101395E0
3.470945995E1,-8.578319550E-1,-8.451042175E-1,-3.131013393E0
3.471736400E1,-6.033896804E-1,-6.606234312E-1,-2.107423306E0
3.472532909E1,-3.892234564E-1,-3.034620285E-1,-1.162178993E0
3.473326366E1,-3.161556721E-1,3.930139542E-2,-8.421449661E-1
3.474116772E1,-2.423142195E-1,2.176156044E-1,-1.022609711E0
3.474904125E1,-3.024253547E-1,5.035319328E-1,-1.768048763E0
3.475697582E1,-2.709397078E-1,6.687803268E-1,-2.592188358E0
3.476497143E1,-3.928031027E-1,7.763634920E-1,-3.252285004E0
3.477287548E1,-4.165497124E-1,9.220833778E-1,-3.509819508E0
3.478074902E1,-4.116213620E-1,1.011052132E0,-3.566618443E0
3.478871410E1,-4.353639781E-1,1.079896331E0,-3.365406036E0
3.479661816E1,-5.208897591E-1,1.091929197E0,-3.054998398E0
3.480458324E1,-7.275002599E-1,1.110532165E0,-2.637653351E0
3.481248730E1,-9.492003918E-1,9.799972773E-1,-2.156471729E0
3.482036083E1,-1.095805883E0,8.251258135E-1,-1.233768463E0
3.482829540E1,-1.011450291E0,8.618283272E-1,1.973457336E-1
3.483619945E1,-1.038808823E0,8.213555813E-1,2.299787521E0
3.484416454E1,-1.186449051E0,9.375303984E-1,4.172092438E0
3.485206860E1,-1.126359344E0,1.028374910E0,5.363263130E0
3.485994213E1,-9.095372558E-1,1.082460761E0,5.893716812E0
3.486790722E1,-6.649885774E-1,1.045938611E0,5.515958786E0
3.487581127E1,-6.685900092E-1,1.091337204E0,4.406387329E0
3.488377636E1,-7.101071477E-1,1.029882908E0,3.285794258E0
3.489168041E1,-9.046134949E-1,9.746665955E-1,1.994341850E0
3.489955395E1,-1.041781306E0,7.959470749E-1,1.014345169E0
3.490748852E1,-1.114285946E0,5.480198860E-1,6.101665497E-1
3.491539257E1,-1.187128067E0,3.221755028E-1,8.265466690E-1
3.492335766E1,-1.254423141E0,8.395433426E-2,1.564878464E0
3.493129223E1,-1.146226287E0,2.275872231E-2,2.750278473E0
3.493922680E1,-1.063210130E0,9.716844559E-2,3.477025986E0
3.494716137E1,-9.372033477E-1,3.882639408E-1,3.808475494E0
3.495506542E1,-1.104691625E0,5.188553333E-1,3.710021973E0
3.496299999E1,-1.199404836E0,3.741300106E-1,3.115114212E0
3.497096508E1,-1.181091309E0,1.390819550E-1,2.376626968E0
3.497889965E1,-1.028838515E0,1.790156364E-1,1.280735016E0
3.498677319E1,-8.811596036E-1,6.982707977E-2,3.819656372E-1
3.499470776E1,-6.992052794E-1,-2.062406540E-1,1.355266571E-2
3.500264233E1,-6.451869011E-1,-6.728639603E-1,6.173896790E-2
3.501060741E1,-5.437005758E-1,-1.178189039E0,7.220029831E-1
3.501848095E1,-4.623126090E-1,-1.593384981E0,1.773114204E0
3.502644604E1,-5.891897678E-1,-1.811525345E0,2.764535904E0
3.503435009E1,-7.708954811E-1,-1.878722668E0,3.486907005E0
3.504231518E1,-8.956723809E-1,-1.857147932E0,3.539599419E0
3.505018871E1,-9.284633398E-1,-1.700158119E0,3.145994186E0
3.505806225E1,-9.286266565E-1,-1.500410557E0,2.582144737E0
3.506596630E1,-9.020858407E-1,-1.235837102E0,1.715675354E0
3.507387035E1,-8.287860155E-1,-9.337810278E-1,8.239908218E-1
3.508183544E1,-7.161896825E-1,-8.257032633E-1,6.204509735E-2
3.508973949E1,-4.786553383E-1,-6.276564598E-1,-5.301980972E-1
3.509764355E1,-3.668270707E-1,-4.873641729E-1,-7.163372040E-1
3.510557812E1,-1.007715017E-1,-4.157675505E-1,-5.928268433E-1
3.511345165E1,1.374718100E-1,-3.113244772E-1,-4.629182816E-1
3.512144726E1,3.313206136E-1,-2.731727362E-1,-5.701265335E-1
3.512935131E1,1.248945236E0,-4.386942387E-1,-1.074203491E0
3.513722484E1,1.264307648E-1,-3.224321604E-1,-7.684097290E-1
3.514518993E1,4.242911339E-1,-8.673429489E-3,-1.488590240E0
3.515309399E1,5.758104920E-1,-2.637430429E-1,-2.909991741E0
3.516105907E1,4.282343686E-1,-2.268962860E-1,-3.328187466E0
3.516896313E1,2.327043712E-1,-2.216161489E-1,-3.476214886E0
3.517686718E1,2.114684582E-1,-2.162219286E-1,-3.911093712E0
3.518474071E1,2.328608781E-1,-1.933858395E-1,-4.412194729E0
3.519264477E1,2.545407414E-1,-2.341970205E-1,-4.835925102E0
3.520064037E1,2.048663199E-1,-2.970502377E-1,-5.149412632E0
3.520854442E1,7.975384593E-2,-3.204096556E-1,-5.175797939E0
3.521644848E1,-7.221789658E-2,-3.889267445E-1,-5.027865410E0
3.522435253E1,-1.561031491E-1,-3.150933981E-1,-4.480689526E0
3.523228710E1,-2.426257581E-1,-2.274750471E-1,-3.675622463E0
3.524028271E1,-2.511508763E-1,-1.953846216E-1,-2.703651905E0
3.524821728E1,-1.138653457E-1,-1.626952887E-1,-1.966331005E0
3.525609081E1,-3.338694572E-3,-7.272326946E-2,-1.477032661E0
3.526399486E1,-3.055205941E-2,1.036283970E-1,-1.194724083E0
3.527189892E1,5.539020896E-2,3.613100052E-1,-1.116961479E0
3.527989452E1,1.258732080E-1,4.856088161E-1,-1.267436981E0
3.528779858E1,1.093283296E-1,5.705435276E-1,-1.536457062E0
3.529567211E1,-6.123057008E-2,7.802872658E-1,-1.878695965E0
3.530354565E1,-1.753156334E-1,8.670239449E-1,-1.983628750E0
3.531141918E1,-6.718924642E-2,8.896865845E-1,-1.859220982E0
3.531941479E1,-1.088531762E-1,8.966562748E-1,-1.316906929E0
3.532734936E1,-2.049072087E-1,8.670694828E-1,-4.798984528E-1
3.533528393E1,-1.759755760E-1,8.420619965E-1,5.277318954E-1
3.534318798E1,-2.216379046E-1,8.514976501E-1,1.785355568E0
3.535109203E1,-2.318038642E-1,8.212406635E-1,3.003894806E0
3.535905712E1,-1.814911366E-1,7.493503094E-1,3.713066101E0
3.536699169E1,-1.723498404E-1,7.388253212E-1,4.014883041E0
3.537486523E1,-1.555400193E-1,7.917830944E-1,3.947532654E0
3.538283031E1,-3.070892394E-1,8.222365379E-1,3.400605202E0
3.539073437E1,-3.483482301E-1,7.958400249E-1,2.646990776E0
3.539869945E1,-2.838289440E-1,8.644468784E-1,2.001658440E0
3.540657299E1,-2.672550976E-1,8.490130901E-1,2.133755684E0
3.541447704E1,-2.366673350E-1,7.625474930E-1,2.343326569E0
3.542241161E1,6.415909529E-2,6.122264862E-1,2.451663971E0
3.543031566E1,3.157384396E-1,6.559305191E-1,2.562120438E0
3.543825024E1,7.006474733E-1,9.636979103E-1,2.734724045E0
3.544621532E1,9.599835277E-1,1.472168207E0,2.610691071E0
3.545418021E1,1.021483183E0,1.701123238E0,2.207239151E0
3.546211478E1,1.325575113E0,1.575079918E0,1.649090767E0
3.547001883E1,1.351477265E0,1.314765453E0,1.323307037E0
3.547798392E1,1.056585908E0,8.702597618E-1,1.546846390E0
3.548588798E1,5.001951456E-1,3.265495300E-1,2.046167374E0
3.549382254E1,-1.105375290E-1,-4.018397331E-1,2.792130470E0
3.550178763E1,-6.848020554E-1,-1.105069399E0,3.631088257E0
3.550969169E1,-9.972929358E-1,-1.460880280E0,4.294042587E0
3.551765677E1,-1.177027464E0,-1.627973318E0,4.643126488E0
3.552562186E1,-1.095031023E0,-1.732756972E0,4.385561943E0
3.553349540E1,-9.030237794E-1,-1.724215269E0,3.541012764E0
3.554142997E1,-8.184677362E-1,-1.647161484E0,2.352327347E0
3.554936454E1,-6.277828217E-1,-1.523020506E0,7.514905930E-1
3.555736014E1,-3.419772983E-1,-1.400184751E0,-6.829996109E-1
3.556529471E1,-3.232527375E-1,-1.227829695E0,-1.500789642E0
3.557322928E1,-4.004197717E-1,-1.092788696E0,-1.746000290E0
3.558116385E1,-4.723384678E-1,-9.667631388E-1,-1.828468800E0
3.558906791E1,-4.639674127E-1,-9.200640917E-1,-1.877306461E0
3.559700248E1,-4.205029607E-1,-9.380258322E-1,-1.885905266E0
3.560496756E1,-3.848896325E-1,-1.004392624E0,-1.721148968E0
3.561287162E1,-3.556999564E-1,-1.047382474E0,-1.459705353E0
3.562074515E1,-3.318625093E-1,-1.053149104E0,-1.303760529E0
3.562871024E1,-3.724116981E-1,-1.059182048E0,-1.339358330E0
3.563667533E1,-3.380242586E-1,-1.033258796E0,-1.429747581E0
3.564454886E1,-3.683252931E-1,-1.044071674E0,-1.548138618E0
3.565245292E1,-4.009200633E-1,-1.011358261E0,-1.758939266E0
3.566038749E1,-4.320264757E-1,-9.099830389E-1,-1.928306580E0
3.566829154E1,-4.307136536E-1,-7.545380592E-1,-2.336308479E0
3.567625663E1,-4.678768516E-1,-6.255670786E-1,-2.891691685E0
3.568419120E1,-5.706676245E-1,-4.950480461E-1,-3.391290188E0
3.569206473E1,-8.121917844E-1,-4.777984619E-1,-4.093621731E0
3.569996879E1,-1.011520863E0,-4.721090794E-1,-4.752288818E0
3.570787284E1,-1.244737148E0,-4.256658554E-1,-4.844015598E0
3.571586844E1,-1.425278425E0,-2.507450581E-1,-4.341523170E0
3.572383353E1,-1.442416549E0,-1.093490124E-1,-3.342600822E0
3.573173758E1,-1.217168570E0,5.548763275E-2,-2.354122162E0
3.573967216E1,-8.583316207E-1,7.238912582E-2,-1.827272415E0
3.574757621E1,-3.857731223E-1,3.179173470E-1,-1.378180504E0
3.575551078E1,-9.163805842E-2,5.863785744E-1,-1.121417046E0
3.576347587E1,1.692497730E-1,9.114487171E-1,-1.367273331E0
3.577134940E1,2.960032225E-1,1.061301470E0,-1.974813938E0
3.577931449E1,4.484973550E-1,1.249068260E0,-2.609220982E0
3.578724906E1,5.047257543E-1,1.310701370E0,-3.026962280E0
3.579521415E1,4.235466123E-1,1.270918131E0,-3.171807289E0
3.580311820E1,2.896490097E-1,1.218560696E0,-2.999410152E0
3.581102225E1,-6.662461162E-2,1.162087917E0,-2.337802410E0
3.581892631E1,-4.030035734E-1,9.232220650E-1,-1.318994522E0
3.582686088E1,-5.493383408E-1,7.506222725E-1,-4.749622345E-1
3.583485648E1,-6.216655374E-1,4.991011620E-1,8.033103943E-1
3.584276053E1,-5.532858372E-1,3.999450207E-1,2.444254875E0
3.585069510E1,-4.691933990E-1,5.458168983E-1,4.096629143E0
3.585862967E1,-3.888085485E-1,6.766884327E-1,5.397869110E0
3.586656424E1,-3.264910579E-1,8.605716228E-1,6.157709122E0
3.587452933E1,-2.500447333E-1,9.951903820E-1,5.856508255E0
3.588243338E1,6.392881274E-3,9.502496719E-1,4.553339005E0
3.589033744E1,4.567854106E-3,9.737737179E-1,3.206221581E0
3.589827201E1,-1.159567535E-1,9.544515610E-1,1.839337349E0
3.590620658E1,-2.076554149E-1,8.066551685E-1,8.585491180E-1
3.591423270E1,-3.500828147E-1,5.524199009E-1,2.644443512E-1
3.592213675E1,-4.955080748E-1,3.842070103E-1,2.883653641E-1
3.593016288E1,-7.779307961E-1,1.297295094E-1,8.817262650E-1
3.593809745E1,-8.936856985E-1,9.737849236E-2,1.747147560E0
3.594597098E1,-1.118180752E0,2.104661465E-1,2.476944923E0
3.595396659E1,-1.230913520E0,2.086524963E-1,2.626773834E0
3.596193168E1,-1.173694372E0,-4.116821289E-2,2.760248184E0
3.596986625E1,-1.119180560E0,-2.151343822E-1,2.758133888E0
3.597777030E1,-1.103562236E0,-4.009751081E-1,2.592704773E0
3.598567435E1,-9.664813876E-1,-5.951718092E-1,2.014595985E0
3.599360892E1,-7.441850901E-1,-8.404922485E-1,1.595223427E0
3.600157401E1,-5.434526205E-1,-1.038592815E0,1.799369812E0
3.600944754E1,-2.863414288E-1,-1.233986855E0,2.302924156E0
3.601738212E1,-4.136025906E-2,-1.342835903E0,2.952601433E0
3.602528617E1,-1.001449227E-1,-1.299771309E0,3.531030655E0
3.603325126E1,-3.083228767E-1,-1.230932951E0,3.532615662E0
3.604115531E1,-5.456953049E-1,-1.236584663E0,3.021448135E0
3.604905936E1,-9.113562703E-1,-1.283157110E0,1.959249496E0
3.605699393E1,-1.254702926E0,-1.328516722E0,6.665010452E-1
3.606492850E1,-1.524750113E0,-1.316187143E0,-2.022161484E-1
3.607295462E1,-1.736822128E0,-1.244357824E0,-5.408725739E-1
3.608085868E1,-1.674025178E0,-1.181247115E0,-2.450532913E-1
3.608879325E1,-1.565966487E0,-1.126406312E0,1.050939560E-1
3.609666678E1,-1.365491390E0,-1.072353959E0,4.201974869E-1
3.610460135E1,-1.071520329E0,-9.786489010E-1,6.434764862E-1
3.611259696E1,-6.875275373E-1,-8.467320204E-1,8.500251770E-1
3.612047050E1,-4.937426150E-1,-6.293001175E-1,5.257492065E-1
3.612840506E1,-1.817252636E-1,-5.013679266E-1,9.018039703E-2
3.613627860E1,4.261183739E-2,-4.097549915E-1,-4.501075745E-1
3.614421317E1,3.592312038E-1,-2.659443617E-1,-1.063981056E0
3.615220878E1,5.766117573E-1,-1.982432604E-1,-1.687967300E0
3.616008231E1,8.261017799E-1,-1.865555048E-1,-2.411794186E0
3.616798636E1,9.221780896E-1,-2.277601957E-1,-3.063210011E0
3.617589042E1,8.624291420E-1,-3.236765862E-1,-3.608819962E0
3.618379447E1,6.658063531E-1,-4.422382116E-1,-4.142205238E0
3.619175956E1,3.865266144E-1,-5.485514402E-1,-4.611002445E0
3.619963309E1,2.242550850E-1,-6.397259235E-1,-4.783624172E0
3.620753714E1,2.075064033E-1,-7.827891111E-1,-4.758221626E0
3.621547172E1,2.929938734E-1,-8.216633797E-1,-4.525294304E0
3.622337577E1,3.142622411E-1,-8.517820835E-1,-3.756885529E0
3.623134086E1,3.481394053E-1,-6.700040102E-1,-2.866537571E0
3.623930594E1,3.582669497E-1,-5.662534237E-1,-2.047088146E0
3.624724051E1,4.425961971E-1,-3.408224583E-1,-1.628139019E0
3.625514457E1,2.901866138E-1,-1.333942413E-1,-1.917875767E0
3.626304862E1,3.132072091E-1,1.176660061E-1,-2.634966373E0
3.627104423E1,3.520966768E-1,2.998721600E-1,-3.697067261E0
3.627894828E1,3.377670348E-1,5.194201469E-1,-4.485219479E0
3.628685233E1,3.318671882E-1,7.782936096E-1,-4.907488823E0
3.629478690E1,3.946954012E-1,8.426704407E-1,-4.919119835E0
3.630269095E1,2.621887028E-1,8.732626438E-1,-4.389104366E0
3.631065604E1,2.016440034E-2,8.751540184E-1,-3.402518272E0
3.631856009E1,-4.368230700E-2,7.222170830E-1,-2.159626484E0
3.632646415E1,-8.113592863E-2,6.670160294E-1,-4.810972214E-1
3.633433768E1,-2.541524470E-1,8.421728611E-1,1.744671822E0
3.634227225E1,-3.653820157E-1,1.065598488E0,3.726298332E0
3.635026786E1,-3.051851988E-1,1.266323805E0,4.676102638E0
3.635820243E1,-1.606706083E-1,1.322427273E0,4.748332024E0
3.636607596E1,-1.355375051E-1,1.217182875E0,3.763824463E0
3.637398002E1,-2.166231275E-1,1.326289177E0,2.223426819E0
3.638191459E1,-2.636312544E-1,1.399017096E0,1.130246162E0
3.638991019E1,-2.113098502E-1,1.403175831E0,5.304470062E-1
3.639781424E1,-1.606106162E-1,1.347237110E0,4.167013168E-1
3.640571830E1,-3.018409014E-2,1.180927277E0,7.697420120E-1
3.641362235E1,3.796041012E-3,9.884827137E-1,1.327309608E0
3.642149588E1,1.822186708E-1,9.804811478E-1,2.356296539E0
3.642949149E1,3.637106419E-1,9.916996956E-1,3.464735985E0
3.643742606E1,6.009739041E-1,1.186751366E0,4.244056702E0
3.644529960E1,9.864892364E-1,1.584081888E0,4.681590080E0
3.645323417E1,1.091997862E0,1.861595869E0,4.610375404E0
3.646116874E1,1.074861765E0,1.733013391E0,3.827703476E0
3.646919486E1,1.171431780E0,1.654548407E0,2.828560829E0
3.647709891E1,9.898543954E-1,1.231729269E0,1.937678337E0
3.648497245E1,9.415251017E-1,5.966632366E-1,1.909491539E0
3.649287650E1,9.978201985E-1,1.390433311E-2,2.443710327E0
3.650081107E1,8.896659613E-1,-5.483435392E-1,3.439456940E0
3.650880668E1,7.453587651E-1,-7.536007166E-1,4.399409294E0
3.651674125E1,7.530509830E-1,-8.878946304E-1,4.854355812E0
3.652461478E1,7.566541433E-1,-9.056005478E-1,4.548117638E0
3.653251883E1,7.751050591E-1,-9.068944454E-1,3.497984886E0
3.654042289E1,6.486104727E-1,-8.467088938E-1,1.809408188E0
3.654841849E1,5.770722628E-1,-7.676875591E-1,-1.951122284E-2
3.655632254E1,5.455150008E-1,-7.511878014E-1,-1.282404900E0
3.656422660E1,5.332847834E-1,-7.000354528E-1,-2.179681301E0
3.657216117E1,4.918263555E-1,-6.254699230E-1,-2.373486996E0
3.658009574E1,5.114201903E-1,-6.431899071E-1,-2.311375141E0
3.658806083E1,6.116189957E-1,-7.063072920E-1,-2.104248047E0
3.659596488E1,5.782175064E-1,-8.267688751E-1,-1.941555023E0
3.660386893E1,5.150963068E-1,-1.035416842E0,-1.824025631E0
3.661183402E1,3.799071908E-1,-1.144099355E0,-1.636936665E0
3.661973807E1,2.887894511E-1,-1.278063774E0,-1.300293922E0
3.662770316E1,2.202073336E-1,-1.332323432E0,-1.046181679E0
3.663560721E1,8.846068382E-2,-1.388844252E0,-8.720283508E-1
3.664351127E1,-1.872032881E-2,-1.418115854E0,-8.894071579E-1
3.665141532E1,-2.216069996E-1,-1.460896492E0,-1.059516907E0
3.665934989E1,-3.506361842E-1,-1.436146736E0,-1.448876381E0
3.666728446E1,-4.397567511E-1,-1.268725157E0,-1.875741482E0
3.667518851E1,-5.029212832E-1,-1.121154070E0,-2.280354023E0
3.668309256E1,-4.843266308E-1,-9.749273062E-1,-2.729636192E0
3.669099662E1,-4.946040213E-1,-8.334593773E-1,-3.010662556E0
3.669890067E1,-4.909204841E-1,-7.326618433E-1,-3.228670597E0
3.670689628E1,-4.939045608E-1,-5.730514526E-1,-3.288149357E0
3.671480033E1,-4.527553320E-1,-4.303227663E-1,-3.297001839E0
3.672267386E1,-4.414859414E-1,-3.090473413E-1,-2.910409451E0
3.673054740E1,-3.434065580E-1,-1.474121809E-1,-2.391757488E0
3.673845145E1,-1.714180410E-1,-6.008124352E-2,-1.908282280E0
3.674641654E1,-1.724677831E-1,1.800060272E-2,-1.291603088E0
3.675438163E1,-2.534538507E-1,2.485628128E-1,-9.941654205E-1
3.676225516E1,-2.905780673E-1,4.688830376E-1,-1.094572067E0
3.677015922E1,-2.860830426E-1,6.659823656E-1,-1.563334465E0
3.677809379E1,-2.154078931E-1,7.807130814E-1,-1.984878063E0
3.678605887E1,1.144592464E-2,1.008297205E0,-2.716626644E0
3.679396293E1,-1.970610023E-1,1.033315659E0,-2.438078880E0
3.680189750E1,3.607128561E-2,1.089718103E0,-2.353872776E0
3.680977103E1,-7.775098085E-2,1.033895493E0,-2.270052910E0
3.681770560E1,-3.094728589E-1,1.055747747E0,-1.560118675E0
3.682570121E1,-4.679187536E-1,9.713201523E-1,-4.521951675E-1
3.683360526E1,-3.921167850E-1,8.112466335E-1,9.383478165E-1
3.684147880E1,-4.222121537E-1,7.900214195E-1,2.375702858E0
3.684944388E1,-4.884055257E-1,8.054833412E-1,3.999552727E0
3.685737845E1,-5.478584170E-1,7.851388454E-1,5.143527985E0
3.686534354E1,-6.156418324E-1,7.485911846E-1,5.399196625E0
3.687321708E1,-7.053400874E-1,6.429796219E-1,4.968317986E0
3.688112113E1,-8.664676547E-1,5.548071861E-1,3.830508232E0
3.688899466E1,-1.105825424E0,5.046260357E-1,2.597133636E0
3.689689872E1,-1.346618652E0,4.574165344E-1,1.638241768E0
3.690489432E1,-1.445895672E0,4.319491386E-1,8.613414764E-1
3.691282889E1,-1.314691663E0,3.395428658E-1,5.045938492E-1
3.692076346E1,-1.116066456E0,2.682998180E-1,5.564393997E-1
3.692863700E1,-9.685065746E-1,1.920182705E-1,9.860544205E-1
3.693657157E1,-7.857962251E-1,3.378555775E-1,1.676023483E0
3.694447562E1,-6.741707921E-1,5.437357426E-1,2.310011864E0
3.695234916E1,-7.848083973E-1,5.031585693E-1,2.391988754E0
3.696025321E1,-8.353081942E-1,4.662871361E-1,2.119302750E0
3.696815726E1,-8.577222228E-1,3.440964222E-1,1.871097565E0
3.697606132E1,-9.372425675E-1,1.507356167E-1,1.561271667E0
