"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
9.858199895E1,3.551407754E-1,-6.605776548E-1,-1.856625557E0
9.858987248E1,2.926743031E-2,-6.450711489E-1,-1.865869045E0
9.859777654E1,-1.795703769E-1,-6.031312943E-1,-1.539028168E0
9.860571111E1,-2.949411571E-1,-5.731903315E-1,-9.537334442E-1
9.861370671E1,-1.492803097E-1,-6.224273443E-1,-3.845443726E-1
9.862161076E1,3.939259052E-2,-7.171308994E-1,-7.254409790E-2
9.862948430E1,1.739929765E-1,-7.898874283E-1,-6.413555145E-2
9.863735784E1,1.851802319E-1,-7.874441147E-1,-2.010107040E-1
9.864529241E1,-8.422985673E-3,-7.844232321E-1,-6.622447968E-1
9.865325749E1,-8.813297749E-2,-7.579765916E-1,-1.007261276E0
9.866119206E1,-1.583635062E-1,-7.152813673E-1,-1.501919746E0
9.866912663E1,-4.357445836E-1,-5.331187248E-1,-2.043088913E0
9.867703069E1,-6.860140562E-1,-4.075838327E-1,-2.583421707E0
9.868496526E1,-9.362943769E-1,-3.258841038E-1,-3.132632732E0
9.869293035E1,-1.205463529E0,-3.387781382E-1,-3.767717361E0
9.870083440E1,-1.322083235E0,-3.020505905E-1,-4.361907959E0
9.870870793E1,-1.293391109E0,-1.819119453E-1,-4.444034100E0
9.871661199E1,-1.166765809E0,4.431319237E-2,-4.040683746E0
9.872448552E1,-1.003281116E0,3.215802908E-1,-3.307577610E0
9.873245061E1,-6.481102705E-1,5.466852188E-1,-2.390092850E0
9.874038518E1,-4.632618427E-1,8.057888746E-1,-1.799781322E0
9.874831975E1,-2.221205533E-1,9.811413288E-1,-1.653105736E0
9.875622380E1,9.275257587E-3,1.157700658E0,-2.068438053E0
9.876418889E1,2.153303623E-1,1.326133132E0,-2.694433212E0
9.877215398E1,2.239419222E-1,1.548130274E0,-3.561971188E0
9.878008855E1,1.778796911E-1,1.813388109E0,-4.497500420E0
9.878799260E1,1.528925300E-1,1.999488115E0,-5.228730679E0
9.879595769E1,8.340290189E-2,2.070266247E0,-5.598778725E0
9.880389226E1,2.754683793E-2,2.064978838E0,-5.543708801E0
9.881185735E1,-2.157152444E-1,1.924899578E0,-4.918236256E0
9.881976140E1,-5.172352791E-1,1.802884459E0,-3.823850155E0
9.882763494E1,-6.904048920E-1,1.586479068E0,-2.511185646E0
9.883556951E1,-3.440789282E-1,1.401479006E0,-7.287378311E-1
9.884347356E1,-1.193496585E-1,1.222906947E0,1.176467896E0
9.885143865E1,-5.714863539E-2,1.302027822E0,3.009548187E0
9.885937322E1,4.581563175E-2,1.379332066E0,4.384192467E0
9.886730779E1,3.034846485E-1,1.481019855E0,5.313398361E0
9.887521184E1,5.409166813E-1,1.612016797E0,5.168443680E0
9.888314641E1,5.583331585E-1,1.561039090E0,4.111308098E0
9.889114202E1,6.115602255E-1,1.635889292E0,2.593136787E0
9.889901555E1,7.479407787E-1,1.727370977E0,1.281011581E0
9.890695012E1,7.701535821E-1,1.794630170E0,5.800695419E-1
9.891491521E1,6.599638462E-1,1.769553900E0,3.189821243E-1
9.892284978E1,6.150067449E-1,1.589188576E0,4.870500565E-1
9.893078435E1,5.811490417E-1,1.232724667E0,1.029438019E0
9.893868840E1,5.333901048E-1,8.959059715E-1,2.008943558E0
9.894656194E1,4.612862766E-1,6.379706860E-1,2.936163902E0
9.895446599E1,5.110558867E-1,4.717199802E-1,3.887346268E0
9.896237004E1,5.523161292E-1,5.210721493E-1,4.358452797E0
9.897033513E1,2.792016268E-1,8.160290718E-1,4.592620850E0
9.897830022E1,-2.182304859E-2,6.724634171E-1,4.643751144E0
9.898617375E1,-9.689331055E-3,5.044183731E-1,3.979323387E0
9.899407781E1,-1.093351841E-1,1.610169411E-1,2.951395035E0
9.900198186E1,-2.122148871E-1,-2.261346579E-1,2.001889229E0
9.900994695E1,-3.490729928E-1,-2.848116159E-1,1.084714890E0
9.901785100E1,-4.507158995E-1,-3.241156340E-1,7.153577805E-1
9.902572454E1,-4.374504685E-1,-3.343267441E-1,4.986438751E-1
9.903362859E1,-3.510434628E-1,-3.127381802E-1,7.391071320E-2
9.904156316E1,-3.270412683E-1,-3.354661465E-1,-4.368801117E-1
9.904955876E1,-3.994072676E-1,-3.188657761E-1,-8.776931763E-1
9.905746282E1,-5.011660457E-1,-3.814449310E-1,-1.113578796E0
9.906539739E1,-6.386921406E-1,-5.637408495E-1,-1.355496407E0
9.907336247E1,-8.777409792E-1,-6.825749874E-1,-1.343982697E0
9.908129704E1,-1.105051756E0,-8.511648178E-1,-1.174558640E0
9.908929265E1,-1.007382154E0,-9.122763872E-1,-9.965209961E-1
9.909719670E1,-9.516564608E-1,-7.895891666E-1,-3.404064178E-1
9.910516179E1,-6.510403156E-1,-8.182777166E-1,1.973848343E-1
9.911306584E1,-3.583219647E-1,-8.398423195E-1,5.219106674E-1
9.912096990E1,-1.487339735E-1,-7.669802904E-1,5.765218735E-1
9.912896550E1,-7.426983118E-2,-7.258014679E-1,3.453722000E-1
9.913683904E1,1.006640196E-1,-5.432622433E-1,-7.824230194E-2
9.914471257E1,2.051050961E-1,-4.463598728E-1,-5.146665573E-1
9.915267766E1,3.114045262E-1,-2.376496792E-1,-1.084059715E0
9.916061223E1,3.723136783E-1,-5.584502220E-2,-1.760316849E0
9.916857732E1,5.068134069E-1,1.497099400E-1,-2.534224033E0
9.917654241E1,5.926596522E-1,2.583384514E-1,-3.353427887E0
9.918444646E1,6.850284338E-1,2.091585398E-1,-4.314112186E0
9.919231999E1,8.077541590E-1,1.534831524E-1,-4.919076920E0
9.920025456E1,8.142619133E-1,1.576999426E-1,-4.931474686E0
9.920825017E1,7.472106218E-1,9.712755680E-2,-4.660283566E0
9.921615422E1,8.036574721E-1,9.204733372E-2,-4.354499817E0
9.922405828E1,1.213028908E0,1.077682972E-1,-3.536659241E0
9.923202336E1,1.477269888E0,1.513859034E-1,-2.381310940E0
9.923989690E1,1.613600969E0,3.083709478E-1,-1.028690338E0
9.924786199E1,1.541550875E0,4.868481159E-1,-3.251142502E-1
9.925579656E1,1.515293121E0,6.467590332E-1,-1.158399582E-1
9.926370061E1,1.355584502E0,7.709695101E-1,-3.199901581E-1
9.927166570E1,9.601070285E-1,9.333963394E-1,-8.729677200E-1
9.927960027E1,6.389326453E-1,1.171058536E0,-1.711884022E0
9.928756536E1,3.774116337E-1,1.312623739E0,-2.809522152E0
9.929553044E1,3.590820134E-1,1.294850469E0,-3.835971832E0
9.930343450E1,3.441514969E-1,1.314423800E0,-4.716195107E0
9.931130803E1,2.247916460E-1,1.368570447E0,-4.831334114E0
9.931924260E1,2.465778589E-1,1.442036510E0,-4.331559658E0
9.932720769E1,4.504396617E-1,1.457506299E0,-3.147052765E0
9.933511174E1,5.419639349E-1,1.396714211E0,-1.617595673E0
9.934298528E1,5.746509433E-1,1.428053021E0,8.087158203E-3
9.935088933E1,7.841048241E-1,1.438910246E0,1.647558212E0
9.935879338E1,9.497320056E-1,1.515921354E0,3.478780746E0
9.936678899E1,8.329904675E-1,1.513649106E0,4.718078613E0
9.937469304E1,6.714309454E-1,1.537869930E0,4.959272385E0
9.938256658E1,5.330855250E-1,1.463956952E0,4.092819214E0
9.939044011E1,4.753071964E-1,1.399992585E0,2.890260696E0
9.939837468E1,4.976202250E-1,1.616038203E0,2.072620392E0
9.940633977E1,3.291291595E-1,1.469439030E0,1.674650192E0
9.941424382E1,2.540815175E-1,1.551440001E0,1.115962029E0
9.942214787E1,1.522125602E-1,1.429040432E0,6.497106552E-1
9.943002141E1,1.308710128E-1,1.245482683E0,4.849815369E-1
9.943798650E1,3.056406677E-1,1.141729832E0,7.557535172E-1
9.944598210E1,4.462189376E-1,6.713192463E-1,1.059432983E0
9.945388616E1,9.349260330E-1,9.816424847E-1,1.551094055E0
9.946179021E1,1.109173536E0,1.326201439E0,2.174879074E0
9.946969426E1,1.281041861E0,1.366759777E0,2.938800812E0
9.947759831E1,1.554823995E0,1.471124649E0,3.374886513E0
9.948559392E1,1.820465446E0,1.090212345E0,3.606191635E0
9.949352849E1,1.739398122E0,7.812435627E-1,3.908540726E0
9.950146306E1,1.591338873E0,4.974837303E-1,4.130504608E0
9.950936711E1,1.400508642E0,2.473130226E-1,4.199699402E0
9.951730168E1,1.322430134E0,7.908320427E-2,4.125448227E0
9.952526677E1,1.062691927E0,-1.826238632E-2,3.620503426E0
9.953317082E1,9.054474831E-1,-6.719923019E-2,3.075178146E0
9.954107488E1,7.638015747E-1,-5.418539047E-3,1.939122200E0
9.954903996E1,7.955025434E-1,5.088853836E-2,1.002395630E0
9.955694402E1,8.175652623E-1,8.897018433E-2,-6.829071045E-2
9.956490911E1,9.405989647E-1,6.567502022E-2,-1.125226021E0
9.957281316E1,1.012127519E0,-6.158041954E-2,-1.917314053E0
9.958071721E1,9.133571386E-1,-1.120474339E-1,-2.443181992E0
9.958865178E1,2.411915958E-1,-1.319894791E-1,-3.111999512E0
9.959658635E1,8.713926077E-1,-2.705636024E-1,-3.335132599E0
9.960458196E1,5.848617554E-1,-3.442401886E-1,-3.314331532E0
9.961248601E1,7.514947653E-1,-3.173971176E-2,-3.080306053E0
9.962039006E1,8.314578533E-1,-2.558827400E-1,-2.730725765E0
9.962835515E1,1.054114342E0,-7.799339294E-2,-2.380229473E0
9.963628972E1,1.953226447E0,-2.482393980E-1,-1.914915562E0
9.964425481E1,1.683119774E0,-2.672547102E-1,-2.298723221E0
9.965215886E1,1.023535490E0,-7.276129723E-2,-2.616236687E0
9.966006291E1,1.721292734E-1,-2.713545561E-1,-3.035610676E0
9.966796697E1,3.670817614E-1,-5.279241800E-1,-3.305932522E0
9.967587102E1,-1.830667257E-1,-4.677007198E-1,-3.731805325E0
9.968383611E1,-1.533260942E-1,-5.974712372E-1,-3.255987167E0
9.969174016E1,1.922595501E-2,-5.599232912E-1,-2.195949078E0
9.969964421E1,-2.375543118E-2,-4.071594477E-1,-1.012619972E0
9.970760930E1,-1.925212145E-2,-3.210638762E-1,-5.554294586E-2
9.971548284E1,3.455287218E-1,-3.408999443E-1,9.077138901E-1
9.972344792E1,5.076335669E-1,-2.232007980E-1,1.321438789E0
9.973138249E1,2.862211466E-1,-8.121490479E-3,1.136122704E0
9.973928655E1,-1.728361845E-2,2.917292118E-1,9.013519287E-1
9.974725163E1,-1.214941144E-1,5.373970270E-1,5.279388428E-1
9.975518620E1,-2.223168910E-1,7.353718281E-1,1.843461990E-1
9.976315129E1,-4.625562131E-1,9.179122448E-1,-5.970020294E-1
9.977105535E1,-5.985403657E-1,1.075908422E0,-1.971979141E0
9.977895940E1,-6.803145409E-1,1.057801008E0,-2.875416756E0
9.978692449E1,-6.635699272E-1,1.229886532E0,-3.438504696E0
9.979479802E1,-7.029204369E-1,1.503838181E0,-3.238546371E0
9.980276311E1,-1.019171476E0,1.809342265E0,-2.559664249E0
9.981072820E1,-9.983590245E-1,1.928875327E0,-2.011825085E0
9.981860173E1,-1.017520428E0,1.994338155E0,-1.543860435E0
9.982650579E1,-1.073709249E0,1.762895465E0,-1.260657310E0
9.983447087E1,-1.075725794E0,1.458669305E0,-6.595277786E-1
9.984243596E1,-8.957401514E-1,1.318800330E0,1.703405380E-1
9.985040105E1,-5.703864098E-1,1.172604442E0,1.330162048E0
9.985827458E1,-1.934149861E-1,1.019065738E0,2.047689438E0
9.986617864E1,8.101469278E-2,1.032956481E0,2.439161301E0
9.987408269E1,8.533602953E-2,1.026939988E0,2.674318314E0
9.988207829E1,-2.655649185E-2,9.132336378E-1,2.655042648E0
9.988998235E1,-2.441226542E-1,8.313928843E-1,2.459719658E0
9.989785588E1,-4.235703647E-1,7.799687386E-1,2.264828682E0
9.990575994E1,-6.121348143E-1,7.405011654E-1,2.222893715E0
9.991366399E1,-6.803250909E-1,7.580182552E-1,2.388034821E0
9.992165959E1,-6.121649742E-1,7.446427345E-1,2.635816574E0
9.992962468E1,-3.641435504E-1,7.439684868E-1,2.812766075E0
9.993755925E1,-3.675852716E-2,9.434311390E-1,2.874091148E0
9.994543279E1,1.974977553E-1,1.323926926E0,2.616744995E0
9.995336736E1,9.072174132E-2,1.327720404E0,2.122580528E0
9.996133245E1,3.061570227E-1,1.249205947E0,1.415597916E0
9.996923650E1,1.208883971E-1,1.033928990E0,9.170856476E-1
9.997711003E1,-2.113868743E-1,8.524223566E-1,6.844825745E-1
9.998501408E1,-3.748145103E-1,4.531760216E-1,6.724510193E-1
9.999291814E1,-2.788314223E-1,-1.129297018E-1,9.264688492E-1
1.000008832E2,-2.184835523E-1,-5.272834301E-1,1.316789627E0
1.000087568E2,-1.438434422E-1,-8.094475269E-1,1.658516884E0
1.000166608E2,8.483575284E-2,-8.323844671E-1,1.981976509E0
1.000246259E2,3.372239769E-1,-7.105668783E-1,2.469879150E0
1.000324994E2,5.180255175E-1,-4.205412865E-1,2.902410507E0
1.000404645E2,5.385605097E-1,-1.213738918E-1,2.834222794E0
1.000484296E2,5.441082716E-1,-4.960215092E-2,2.499619484E0
1.000563337E2,5.848051906E-1,2.201449871E-2,1.823363304E0
1.000642988E2,2.729811668E-1,-6.641149521E-3,1.017588615E0
1.000722944E2,5.140599981E-2,-2.511751652E-2,2.732744217E-1
1.000802594E2,-1.029614136E-1,-8.627462387E-2,-2.855939865E-1
1.000881330E2,-1.785644889E-1,-9.312450886E-2,-4.562644958E-1
1.000960370E2,-3.519998193E-1,-7.375454903E-2,-4.237279892E-1
1.001039411E2,-3.461755514E-1,-1.163566113E-1,-3.724241257E-1
1.001118757E2,-3.216622174E-1,-2.045656443E-1,-4.818506241E-1
1.001198713E2,-3.814981282E-1,-2.466338873E-1,-6.798982620E-1
1.001277753E2,-4.426756203E-1,-2.262910604E-1,-8.084583282E-1
1.001356794E2,-4.945179522E-1,-2.911988497E-1,-1.183312416E0
1.001435834E2,-3.868909478E-1,-3.029525280E-1,-1.620038033E0
1.001514875E2,-4.244121611E-1,-2.980656624E-1,-2.017993450E0
1.001594831E2,-5.321470499E-1,-2.084120512E-1,-2.477897167E0
1.001673871E2,-5.746188760E-1,-5.053949356E-2,-3.076374531E0
1.001752912E2,-5.592695475E-1,1.159073114E-1,-3.779885292E0
1.001832563E2,-4.749345183E-1,2.084933519E-1,-4.351575375E0
1.001911908E2,-2.904980779E-1,2.405217886E-1,-4.714970112E0
1.001991559E2,-1.132320017E-1,3.015766144E-1,-4.704953194E0
1.002070600E2,-1.013319492E-1,3.307853937E-1,-4.539239407E0
1.002149335E2,-1.889985800E-2,3.603365421E-1,-4.128973484E0
1.002228376E2,8.658674359E-2,4.228694439E-1,-3.502817631E0
1.002307416E2,9.167465568E-2,4.784557819E-1,-2.746891975E0
1.002387067E2,4.265910387E-2,4.840718508E-1,-2.081044197E0
1.002466718E2,1.418430209E-1,5.724028349E-1,-1.682425499E0
1.002545453E2,1.156097651E-1,6.358252764E-1,-1.577249527E0
1.002624494E2,8.932983875E-2,8.153448105E-1,-1.908721447E0
1.002703229E2,5.862236023E-3,1.022423387E0,-2.296527863E0
1.002783185E2,4.227101803E-3,1.254508138E0,-2.860476971E0
1.002862226E2,1.066341996E-1,1.457066417E0,-3.499744415E0
1.002941266E2,2.083075047E-1,1.568405390E0,-4.061556816E0
1.003020002E2,2.422031164E-1,1.609919667E0,-4.388446808E0
1.003099347E2,1.477590799E-1,1.627102733E0,-4.315971851E0
1.003178998E2,1.624659896E-1,1.643175125E0,-3.112126827E0
1.003258039E2,2.697753906E-1,1.668204784E0,-2.137452126E0
1.003337079E2,3.191843629E-1,1.534257531E0,-1.123411179E0
1.003416120E2,5.204364657E-1,1.392388463E0,1.793012619E-1
1.003495160E2,5.832319260E-1,1.252452254E0,1.474076271E0
1.003575116E2,6.128398776E-1,1.234636426E0,2.546404839E0
1.003653852E2,5.168230534E-1,1.370590568E0,3.358379364E0
1.003732892E2,4.082706571E-1,1.517794013E0,3.735665321E0
1.003811933E2,3.859317899E-1,1.621954083E0,3.599215508E0
1.003891279E2,4.869809747E-1,1.577148795E0,2.807964325E0
1.003971235E2,6.669644117E-1,1.480633736E0,1.926858902E0
1.004049970E2,7.482787371E-1,1.384082317E0,1.596367836E0
1.004128705E2,7.325752974E-1,1.228038669E0,1.645205498E0
1.004207746E2,7.924680710E-1,1.065099001E0,1.855677605E0
1.004286786E2,9.137152433E-1,1.032308936E0,2.165636063E0
1.004366437E2,1.063535690E0,1.135483503E0,2.584210396E0
1.004445783E2,1.332670689E0,1.414336681E0,3.133359909E0
1.004524823E2,1.572766423E0,1.710193634E0,3.284556389E0
1.004604474E2,1.750752926E0,1.806572199E0,3.179656982E0
1.004683820E2,1.827060103E0,1.792004228E0,3.124859810E0
1.004763776E2,1.671305776E0,1.471900105E0,3.234412193E0
1.004842817E2,1.435967088E0,1.110289574E0,3.794768333E0
1.004921857E2,1.296856761E0,5.155378580E-1,4.933292389E0
1.005001508E2,1.238410234E0,1.272375584E-1,5.769831657E0
1.005080243E2,1.204890728E0,-1.379224062E-1,6.285934448E0
1.005159894E2,8.828791380E-1,-1.023374796E-1,6.137419701E0
1.005239240E2,9.804522991E-1,-2.313904762E-1,5.428087234E0
1.005318586E2,1.055421829E0,-1.093027592E-1,3.959452629E0
1.005398237E2,1.046866417E0,-7.055675983E-2,2.248593330E0
1.005477582E2,1.244023442E0,7.545483112E-2,6.904535294E-1
1.005557233E2,1.396749973E0,7.399940491E-2,-3.145761490E-1
1.005636274E2,1.061530590E0,1.669627428E-1,-1.014245033E0
1.005715009E2,8.318066001E-1,2.144685984E-1,-1.361875534E0
1.005794050E2,9.337705970E-1,-1.756989956E-2,-1.909842014E0
1.005873090E2,9.883581400E-1,-1.153758764E-1,-2.263877392E0
1.005952741E2,9.407514334E-1,-2.381855249E-1,-2.380408287E0
1.006032392E2,8.408843279E-1,-3.294365406E-1,-2.472021103E0
1.006111432E2,7.753772736E-1,-4.626609087E-1,-2.452384472E0
1.006190473E2,7.623185515E-1,-6.363328695E-1,-2.409537315E0
1.006269819E2,6.781742573E-1,-7.468637824E-1,-2.333390713E0
1.006349469E2,4.709107280E-1,-8.775354624E-1,-2.379024029E0
1.006428510E2,2.761514783E-1,-9.661664963E-1,-2.545928478E0
1.006507245E2,-1.499676704E-2,-1.003350019E0,-2.939301968E0
1.006586286E2,-2.427703738E-1,-1.116453290E0,-3.384591103E0
1.006665326E2,-5.395677090E-1,-1.093806624E0,-3.758185863E0
1.006744977E2,-6.284134984E-1,-9.200928211E-1,-3.563280582E0
1.006824018E2,-6.544604897E-1,-6.806704998E-1,-2.936330795E0
1.006903058E2,-7.569597960E-1,-3.457402587E-1,-2.099599838E0
1.006982099E2,-8.241218328E-1,-5.012893677E-2,-1.278132439E0
1.007061445E2,-7.258689404E-1,1.617566347E-1,-9.610347748E-1
1.007141095E2,-4.840274453E-1,4.273254871E-1,-9.846706390E-1
1.007220136E2,-1.805617809E-1,6.523827314E-1,-1.221461296E0
1.007299482E2,-3.174102306E-2,8.408133984E-1,-1.528780937E0
1.007378522E2,9.184229374E-2,1.057160616E0,-1.926344872E0
1.007457868E2,-2.870094776E-1,1.199058175E0,-2.552725792E0
1.007537519E2,-6.297215223E-1,1.157166719E0,-3.468033791E0
1.007616559E2,-6.365435719E-1,1.508979797E0,-4.187994480E0
1.007695295E2,-9.516391158E-1,1.495326638E0,-4.500018120E0
1.007774335E2,-1.070099831E0,1.647828221E0,-4.400547504E0
1.007853376E2,-1.090816259E0,1.624354839E0,-4.100753784E0
1.007933332E2,-9.038919210E-1,1.664437294E0,-3.540516853E0
1.008012677E2,-7.471215725E-1,1.583406925E0,-2.585874081E0
1.008091718E2,-5.693618655E-1,1.446091533E0,-1.323504448E0
1.008171369E2,-4.404504597E-1,1.160680890E0,-2.554988861E-1
1.008250104E2,-3.552329540E-1,1.101945758E0,6.257972717E-1
1.008329755E2,-1.668537855E-1,1.016580462E0,1.555126190E0
1.008409711E2,-8.523440361E-2,1.049714684E0,2.319513321E0
1.008489057E2,-1.249736547E-2,1.095156074E0,3.201910019E0
1.008568403E2,-3.926280141E-2,1.215932488E0,3.594770432E0
1.008647138E2,-1.447498202E-1,1.380867243E0,3.206542015E0
1.008727094E2,-2.453256100E-1,1.374682903E0,2.674541473E0
1.008806135E2,-3.192907572E-1,1.520680547E0,1.985738754E0
1.008884870E2,-5.001306534E-1,1.518286586E0,1.434098244E0
1.008963910E2,-5.817382336E-1,1.483367562E0,1.026292801E0
1.009042951E2,-5.011112690E-1,1.268275261E0,6.399669647E-1
1.009122602E2,-3.512191772E-1,9.341531992E-1,2.604322433E-1
1.009201642E2,-2.785286605E-1,6.031252146E-1,2.698469162E-1
1.009280683E2,-3.348732591E-1,3.832830191E-1,1.003200531E0
1.009359418E2,-2.941003442E-1,3.208104372E-1,2.388450623E0
1.009438764E2,-1.909295470E-1,3.078631163E-1,3.757526398E0
1.009518720E2,2.900909185E-1,4.509755373E-1,4.613819122E0
1.009597455E2,1.841850728E-1,5.939666033E-1,4.714387894E0
1.009676496E2,-1.809271723E-1,5.618410110E-1,4.095626831E0
1.009756147E2,-1.698783338E-1,6.635301113E-1,2.935175896E0
1.009835187E2,-4.854753613E-1,4.280724525E-1,2.401906967E0
1.009914838E2,-5.943021774E-1,5.841833353E-1,1.726742744E0
1.009993879E2,-6.797630191E-1,6.238231659E-1,7.445859909E-1
1.010072614E2,-5.576485395E-1,6.009085178E-1,1.274681091E-1
1.010151655E2,-3.655424714E-1,4.737585783E-1,-6.651973724E-2
1.010231000E2,-1.744988561E-2,3.318562508E-1,-2.908363342E-1
1.010310651E2,1.512477398E-1,2.401387691E-1,-4.133815765E-1
1.010389386E2,5.685207248E-2,1.251351833E-1,-3.713407516E-1
1.010468732E2,-1.768074036E-1,-1.239711046E-1,-1.715955734E-1
1.010547773E2,-4.668588042E-1,-4.558370113E-1,-1.727638245E-1
1.010626813E2,-8.457185030E-1,-6.266417503E-1,-1.903915405E-2
1.010706464E2,-1.051329851E0,-6.399290562E-1,3.517475128E-1
1.010785894E2,-1.067617297E0,-7.306764126E-1,7.485189438E-1
1.010864629E2,-7.530900240E-1,-7.905871868E-1,8.434925079E-1
1.010943670E2,-3.894800842E-1,-8.088560104E-1,9.456319809E-1
1.011022710E2,-9.337379783E-2,-7.374235392E-1,9.614830017E-1
1.011102056E2,1.178166047E-1,-5.770870447E-1,7.140455246E-1
1.011181097E2,3.003087044E-1,-3.833518028E-1,4.548292160E-1
1.011260137E2,3.550993800E-1,-1.928324699E-1,8.340644836E-2
1.011338872E2,3.784866333E-1,4.358839989E-2,-5.987596512E-1
1.011417913E2,4.851214290E-1,2.478853464E-1,-1.414318085E0
1.011497564E2,6.080852747E-1,3.486771584E-1,-2.172246933E0
1.011577215E2,6.705882549E-1,4.024465084E-1,-3.004526615E0
1.011655950E2,6.791650057E-1,4.395656586E-1,-3.511617661E0
1.011734991E2,8.066483736E-1,4.718612432E-1,-3.928157330E0
1.011814031E2,8.604635596E-1,4.622409344E-1,-4.067582130E0
1.011893682E2,8.755369186E-1,4.376361370E-1,-4.075546741E0
1.011973333E2,1.042812109E0,3.532265425E-1,-4.018773079E0
1.012052068E2,1.251946330E0,2.701905966E-1,-3.796165943E0
1.012130804E2,1.391004682E0,2.183383703E-1,-3.469787598E0
1.012210149E2,1.462570548E0,2.967133522E-1,-2.931739330E0
1.012289800E2,1.518392920E0,4.753847122E-1,-2.571531773E0
1.012368841E2,1.617556930E0,5.402833223E-1,-2.650368214E0
1.012447881E2,1.599504232E0,6.830413342E-1,-3.206539631E0
1.012526922E2,1.456607103E0,9.171346426E-1,-3.897771835E0
1.012605962E2,1.334582925E0,1.126256347E0,-4.339574337E0
1.012685613E2,1.144269705E0,1.311059713E0,-4.458278656E0
1.012764959E2,8.864700198E-1,1.423256993E0,-4.313862324E0
1.012843999E2,6.388037205E-1,1.578916073E0,-3.757948399E0
1.012923956E2,4.819761515E-1,1.621419072E0,-2.671126366E0
1.013002996E2,5.081053972E-1,1.625992537E0,-7.103919983E-1
1.013082647E2,4.025300741E-1,1.707941651E0,1.181334496E0
1.013161687E2,2.049686909E-1,1.563131213E0,2.439462662E0
1.013240423E2,1.826532483E-1,1.477871418E0,2.862845421E0
1.013319463E2,1.634076834E-1,1.543412566E0,2.825101852E0
1.013398809E2,2.730360329E-1,1.462189913E0,2.331028938E0
1.013478765E2,1.919860542E-1,1.742826581E0,1.754384995E0
1.013557500E2,2.111925185E-1,1.845229745E0,1.224582672E0
1.013637151E2,-8.665665984E-2,2.075693846E0,2.996397018E-1
1.013715887E2,-2.088120878E-1,2.221627235E0,-4.217433929E-1
1.013795232E2,-2.240474522E-1,2.280969620E0,-7.813577652E-1
1.013874883E2,-2.508801520E-1,2.122998714E0,-7.866573334E-1
1.013953619E2,-3.106719255E-2,1.865410089E0,-1.874303818E-1
1.014032659E2,1.471891850E-1,1.509972572E0,1.058985710E0
1.014112310E2,2.129298151E-1,1.266164064E0,2.404925346E0
1.014191351E2,2.028466761E-1,9.806127548E-1,3.967285156E0
1.014271001E2,3.309382498E-1,9.075490236E-1,5.112745285E0
1.014350042E2,3.654836118E-1,1.000198007E0,5.497561455E0
1.014428777E2,5.043905973E-1,1.329411387E0,5.443223953E0
1.014507818E2,7.404726744E-1,1.471911430E0,4.930659294E0
1.014586858E2,1.225302577E0,1.294723511E0,3.684842110E0
1.014666814E2,1.482414842E0,1.344627380E0,2.903057098E0
1.014745855E2,1.773934245E0,1.140386105E0,2.299320221E0
1.014824590E2,2.009441137E0,8.745280504E-1,2.040771484E0
1.014903631E2,2.034068823E0,5.696589947E-1,2.344107628E0
1.014982976E2,1.986476064E0,3.531084061E-1,3.254298210E0
1.015062627E2,1.821409583E0,2.084920406E-1,3.988380432E0
1.015142278E2,1.662397861E0,9.016084671E-2,3.967609406E0
1.015221014E2,1.662817836E0,2.773284912E-3,3.166579247E0
1.015300054E2,1.530110359E0,-9.776854515E-2,1.841597557E0
1.015379095E2,1.321028948E0,-1.207802296E-1,6.535100937E-1
1.015458746E2,1.068124294E0,-9.896969795E-2,-5.056381226E-1
1.015537786E2,9.500262737E-1,-7.819581032E-2,-1.423210144E0
1.015616521E2,8.126171827E-1,-1.160690784E-1,-2.147616863E0
1.015695562E2,5.203865767E-1,-1.813415289E-1,-2.511857033E0
1.015774297E2,2.976138592E-1,-2.786420584E-1,-2.911543846E0
1.015853948E2,2.428366244E-1,-3.953582048E-1,-3.257605553E0
1.015933599E2,1.111892909E-1,-6.260927916E-1,-3.172610283E0
1.016012640E2,2.232048661E-2,-7.935070992E-1,-2.650301456E0
1.016091680E2,-1.856840551E-1,-9.648517370E-1,-1.816262245E0
1.016171331E2,-5.172560811E-1,-1.135336399E0,-9.666576385E-1
1.016250982E2,-7.782540321E-1,-1.223998547E0,-7.998504639E-1
1.016330328E2,-9.499743581E-1,-1.359721541E0,-1.178451538E0
1.016409368E2,-1.065391898E0,-1.339303970E0,-2.133489132E0
1.016489019E2,-1.527681112E0,-1.231516480E0,-2.793506145E0
1.016568365E2,-1.810124397E0,-8.890089989E-1,-3.354980469E0
1.016648016E2,-1.972348094E0,-6.948426962E-1,-3.874974251E0
1.016727056E2,-1.799909353E0,-4.946016073E-1,-3.958359241E0
1.016805791E2,-1.619919538E0,-3.103547096E-1,-3.581237316E0
1.016885442E2,-1.388623714E0,-1.576787233E-1,-2.786536694E0
1.016964483E2,-1.135151029E0,-2.559363842E-2,-2.076918602E0
1.017044134E2,-8.879683018E-1,2.741880417E-1,-1.535971642E0
1.017122869E2,-6.797482967E-1,4.758712053E-1,-1.364710808E0
1.017201910E2,-3.073659539E-1,6.821266413E-1,-1.104189873E0
1.017281255E2,2.255859971E-2,8.515332937E-1,-8.720731735E-1
